year,make,fuel,type,number
2019,NILFISK,Diesel,Light Goods Vehicles,
2019,NISSAN,Petrol,Light Goods Vehicles,982
2019,NISSAN,Diesel,Light Goods Vehicles,1522
2019,NISSAN,Others,Light Goods Vehicles,
2019,OPEL,Diesel,Light Goods Vehicles,52
2019,PEUGEOT,Diesel,Light Goods Vehicles,122
2019,RENAULT,Petrol,Light Goods Vehicles,
2019,RENAULT,Diesel,Light Goods Vehicles,71
2019,RENAULT,Others,Light Goods Vehicles,25
2019,ROSENBAUER,Diesel,Light Goods Vehicles,
2019,ROYAL,Diesel,Light Goods Vehicles,
2019,SAKAI,Diesel,Light Goods Vehicles,
2019,SANY,Diesel,Light Goods Vehicles,
2019,SC NEUSTAR,Diesel,Light Goods Vehicles,
2019,SCANIA,Diesel,Light Goods Vehicles,
2019,SCHEUERLE,Diesel,Light Goods Vehicles,
2019,SCHOPF,Diesel,Light Goods Vehicles,
2019,SHACMAN,Diesel,Light Goods Vehicles,
2019,SOCMA,Diesel,Light Goods Vehicles,
2019,SSANGYONG,Diesel,Light Goods Vehicles,
2019,STILL,Others,Light Goods Vehicles,
2019,SUZUKI,Petrol,Light Goods Vehicles,111
2019,T.C.M.,Diesel,Light Goods Vehicles,
2019,T.C.M.,Others,Light Goods Vehicles,
2019,TADANO FAUN,Diesel,Light Goods Vehicles,
2019,TAILIFT,Diesel,Light Goods Vehicles,
2019,TENNANT,Diesel,Light Goods Vehicles,7
2019,TERBERG,Diesel,Light Goods Vehicles,
2019,TEREX,Diesel,Light Goods Vehicles,
2019,TLD,Diesel,Light Goods Vehicles,
2019,TOYOTA,Petrol,Light Goods Vehicles,21
2019,TOYOTA,Diesel,Light Goods Vehicles,5423
2019,TOYOTA,Others,Light Goods Vehicles,1
2019,TREPEL,Diesel,Light Goods Vehicles,
2019,TUG,Diesel,Light Goods Vehicles,
2019,TUG MANUFACTURING,Petrol,Light Goods Vehicles,
2019,UD TRUCKS,Diesel,Light Goods Vehicles,
2019,UNICARRIERS,Diesel,Light Goods Vehicles,
2019,UNICARRIERS,Others,Light Goods Vehicles,
2019,VOGELE,Diesel,Light Goods Vehicles,
2019,VOLKSWAGEN,Diesel,Light Goods Vehicles,45
2019,VOLVO,Diesel,Light Goods Vehicles,
2019,VOLVO,Others,Light Goods Vehicles,
2019,WIRTGEN,Diesel,Light Goods Vehicles,
2019,XCMG,Diesel,Light Goods Vehicles,
2019,XUGONG,Diesel,Light Goods Vehicles,
2019,YALE,Diesel,Light Goods Vehicles,
2019,YALE,Others,Light Goods Vehicles,
2019,YUTONG,Diesel,Light Goods Vehicles,
2019,ZHONG TONG,Diesel,Light Goods Vehicles,
2019,ZOOMLION,Diesel,Light Goods Vehicles,
2019,ACHLEITNER,Diesel,Heavy Goods Vehicles,
2019,ALEXANDER DENNIS,Diesel,Heavy Goods Vehicles,
2019,AMMANN,Diesel,Heavy Goods Vehicles,
2019,ANKAI,Diesel,Heavy Goods Vehicles,
2019,BAOLI,Diesel,Heavy Goods Vehicles,
2019,BEIBEN,Diesel,Heavy Goods Vehicles,
2019,BLISS FOX,Diesel,Heavy Goods Vehicles,
2019,BOBCAT,Diesel,Heavy Goods Vehicles,1
2019,BOMAG,Diesel,Heavy Goods Vehicles,1
2019,BYD,Others,Heavy Goods Vehicles,1
2019,CAMC,Diesel,Heavy Goods Vehicles,
2019,CATERPILLAR,Diesel,Heavy Goods Vehicles,5
2019,CATERPILLAR,Others,Heavy Goods Vehicles,1
2019,CHERY,Petrol,Heavy Goods Vehicles,
2019,CHERY,Diesel,Heavy Goods Vehicles,
2019,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,
2019,CITROEN,Diesel,Heavy Goods Vehicles,
2019,COMAC,Diesel,Heavy Goods Vehicles,
2019,COMBILIFT,Diesel,Heavy Goods Vehicles,
2019,CROWN,Others,Heavy Goods Vehicles,
2019,CVS FERRARI,Diesel,Heavy Goods Vehicles,
2019,D.A.F.,Diesel,Heavy Goods Vehicles,
2019,DAEWOO,Diesel,Heavy Goods Vehicles,
2019,DEMAG,Diesel,Heavy Goods Vehicles,
2019,DOOSAN,Diesel,Heavy Goods Vehicles,
2019,DULEVO,Diesel,Heavy Goods Vehicles,
2019,EVERLIFT,Diesel,Heavy Goods Vehicles,
2019,FIAT,Diesel,Heavy Goods Vehicles,
2019,FIMAP,Diesel,Heavy Goods Vehicles,
2019,FIMAP,Others,Heavy Goods Vehicles,
2019,FORD,Diesel,Heavy Goods Vehicles,
2019,FOTON,Diesel,Heavy Goods Vehicles,3
2019,FRAMO,Others,Heavy Goods Vehicles,
2019,FTBCI,Diesel,Heavy Goods Vehicles,1
2019,G.CPOWER,Diesel,Heavy Goods Vehicles,
2019,GIANNI FERRARI,Diesel,Heavy Goods Vehicles,
2019,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,
2019,GREEN MACHINE,Diesel,Heavy Goods Vehicles,
2019,GROVE,Diesel,Heavy Goods Vehicles,
2019,GUANGTAI,Diesel,Heavy Goods Vehicles,8
2019,HAMM,Diesel,Heavy Goods Vehicles,4
2019,HANGFU,Others,Heavy Goods Vehicles,
2019,HC,Diesel,Heavy Goods Vehicles,
2019,HC,Others,Heavy Goods Vehicles,1
2019,HCF,Diesel,Heavy Goods Vehicles,
2019,HELI,Diesel,Heavy Goods Vehicles,
2019,HIGER,Diesel,Heavy Goods Vehicles,
2019,HINO,Diesel,Heavy Goods Vehicles,545
2019,HOLDING,Diesel,Heavy Goods Vehicles,
2019,HUMDINGA,Diesel,Heavy Goods Vehicles,1
2019,HYSTER,Diesel,Heavy Goods Vehicles,
2019,HYUNDAI,Diesel,Heavy Goods Vehicles,1
2019,ISAL,Diesel,Heavy Goods Vehicles,1
2019,ISUZU,Diesel,Heavy Goods Vehicles,555
2019,IVECO,Diesel,Heavy Goods Vehicles,1
2019,J.C.B.,Diesel,Heavy Goods Vehicles,
2019,JAC,Diesel,Heavy Goods Vehicles,
2019,JEEP,Diesel,Heavy Goods Vehicles,
2019,JJCC,Diesel,Heavy Goods Vehicles,
2019,JOHN DEERE,Diesel,Heavy Goods Vehicles,
2019,JOYLONG,Diesel,Heavy Goods Vehicles,
2019,JUNGHEINRICH,Diesel,Heavy Goods Vehicles,
2019,KALMAR,Diesel,Heavy Goods Vehicles,
2019,KARCHER,Diesel,Heavy Goods Vehicles,
2019,KIA,Diesel,Heavy Goods Vehicles,
2019,KING LONG,Diesel,Heavy Goods Vehicles,
2019,KOMATSU,Diesel,Heavy Goods Vehicles,2
2019,KUBOTA,Diesel,Heavy Goods Vehicles,
2019,LAND ROVER,Diesel,Heavy Goods Vehicles,
2019,LEKTRO,Others,Heavy Goods Vehicles,2
2019,LIEBHERR,Diesel,Heavy Goods Vehicles,
2019,LINDE,Diesel,Heavy Goods Vehicles,
2019,LINDE,Others,Heavy Goods Vehicles,
2019,MAN,Diesel,Heavy Goods Vehicles,10
2019,MANITOU,Diesel,Heavy Goods Vehicles,
2019,MAXIMAL,Diesel,Heavy Goods Vehicles,
2019,MAXUS,Diesel,Heavy Goods Vehicles,
2019,MERCEDES BENZ,Petrol,Heavy Goods Vehicles,
2019,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,49
2019,MITSUBISHI,Diesel,Heavy Goods Vehicles,814
2019,MITSUBISHI,Others,Heavy Goods Vehicles,
2019,MITSUOKA,Petrol,Heavy Goods Vehicles,
2019,NEW HOLLAND,Diesel,Heavy Goods Vehicles,
2019,NICHIYU,Others,Heavy Goods Vehicles,3
2019,NILFISK,Diesel,Heavy Goods Vehicles,
2019,NISSAN,Petrol,Heavy Goods Vehicles,
2019,NISSAN,Diesel,Heavy Goods Vehicles,
2019,NISSAN,Others,Heavy Goods Vehicles,
2019,OPEL,Diesel,Heavy Goods Vehicles,
2019,PEUGEOT,Diesel,Heavy Goods Vehicles,
2019,RENAULT,Petrol,Heavy Goods Vehicles,
2019,RENAULT,Diesel,Heavy Goods Vehicles,
2019,RENAULT,Others,Heavy Goods Vehicles,
2019,ROSENBAUER,Diesel,Heavy Goods Vehicles,
2019,ROYAL,Diesel,Heavy Goods Vehicles,
2019,SAKAI,Diesel,Heavy Goods Vehicles,4
2019,SANY,Diesel,Heavy Goods Vehicles,
2019,SC NEUSTAR,Diesel,Heavy Goods Vehicles,
2019,SCANIA,Diesel,Heavy Goods Vehicles,
2019,SCHEUERLE,Diesel,Heavy Goods Vehicles,
2019,SCHOPF,Diesel,Heavy Goods Vehicles,
2019,SHACMAN,Diesel,Heavy Goods Vehicles,
2019,SOCMA,Diesel,Heavy Goods Vehicles,1
2019,SSANGYONG,Diesel,Heavy Goods Vehicles,
2019,STILL,Others,Heavy Goods Vehicles,
2019,SUZUKI,Petrol,Heavy Goods Vehicles,
2019,T.C.M.,Diesel,Heavy Goods Vehicles,10
2019,T.C.M.,Others,Heavy Goods Vehicles,
2019,TADANO FAUN,Diesel,Heavy Goods Vehicles,
2019,TAILIFT,Diesel,Heavy Goods Vehicles,
2019,TENNANT,Diesel,Heavy Goods Vehicles,
2019,TERBERG,Diesel,Heavy Goods Vehicles,
2019,TEREX,Diesel,Heavy Goods Vehicles,
2019,TLD,Diesel,Heavy Goods Vehicles,
2019,TOYOTA,Petrol,Heavy Goods Vehicles,
2019,TOYOTA,Diesel,Heavy Goods Vehicles,272
2019,TOYOTA,Others,Heavy Goods Vehicles,115
2019,TREPEL,Diesel,Heavy Goods Vehicles,
2019,TUG,Diesel,Heavy Goods Vehicles,
2019,TUG MANUFACTURING,Petrol,Heavy Goods Vehicles,
2019,UD TRUCKS,Diesel,Heavy Goods Vehicles,
2019,UNICARRIERS,Diesel,Heavy Goods Vehicles,16
2019,UNICARRIERS,Others,Heavy Goods Vehicles,
2019,VOGELE,Diesel,Heavy Goods Vehicles,2
2019,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,
2019,VOLVO,Diesel,Heavy Goods Vehicles,
2019,VOLVO,Others,Heavy Goods Vehicles,
2019,WIRTGEN,Diesel,Heavy Goods Vehicles,3
2019,XCMG,Diesel,Heavy Goods Vehicles,
2019,XUGONG,Diesel,Heavy Goods Vehicles,
2019,YALE,Diesel,Heavy Goods Vehicles,
2019,YALE,Others,Heavy Goods Vehicles,
2019,YUTONG,Diesel,Heavy Goods Vehicles,
2019,ZHONG TONG,Diesel,Heavy Goods Vehicles,
2019,ZOOMLION,Diesel,Heavy Goods Vehicles,
2019,ACHLEITNER,Diesel,Very Heavy Goods Vehicles,
2019,ALEXANDER DENNIS,Diesel,Very Heavy Goods Vehicles,
2019,AMMANN,Diesel,Very Heavy Goods Vehicles,
2019,ANKAI,Diesel,Very Heavy Goods Vehicles,
2019,BAOLI,Diesel,Very Heavy Goods Vehicles,
2019,BEIBEN,Diesel,Very Heavy Goods Vehicles,3
2019,BLISS FOX,Diesel,Very Heavy Goods Vehicles,
2019,BOBCAT,Diesel,Very Heavy Goods Vehicles,
2019,BOMAG,Diesel,Very Heavy Goods Vehicles,
2019,BYD,Others,Very Heavy Goods Vehicles,2
2019,CAMC,Diesel,Very Heavy Goods Vehicles,6
2019,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,1
2019,CATERPILLAR,Others,Very Heavy Goods Vehicles,
2019,CHERY,Petrol,Very Heavy Goods Vehicles,
2019,CHERY,Diesel,Very Heavy Goods Vehicles,
2019,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,
2019,CITROEN,Diesel,Very Heavy Goods Vehicles,
2019,COMAC,Diesel,Very Heavy Goods Vehicles,
2019,COMBILIFT,Diesel,Very Heavy Goods Vehicles,
2019,CROWN,Others,Very Heavy Goods Vehicles,
2019,CVS FERRARI,Diesel,Very Heavy Goods Vehicles,
2019,D.A.F.,Diesel,Very Heavy Goods Vehicles,
2019,DAEWOO,Diesel,Very Heavy Goods Vehicles,
2019,DEMAG,Diesel,Very Heavy Goods Vehicles,
2019,DOOSAN,Diesel,Very Heavy Goods Vehicles,
2019,DULEVO,Diesel,Very Heavy Goods Vehicles,
2019,EVERLIFT,Diesel,Very Heavy Goods Vehicles,
2019,FIAT,Diesel,Very Heavy Goods Vehicles,
2019,FIMAP,Diesel,Very Heavy Goods Vehicles,
2019,FIMAP,Others,Very Heavy Goods Vehicles,
2019,FORD,Diesel,Very Heavy Goods Vehicles,
2019,FOTON,Diesel,Very Heavy Goods Vehicles,
2019,FRAMO,Others,Very Heavy Goods Vehicles,1
2019,FTBCI,Diesel,Very Heavy Goods Vehicles,
2019,G.CPOWER,Diesel,Very Heavy Goods Vehicles,
2019,GIANNI FERRARI,Diesel,Very Heavy Goods Vehicles,
2019,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,
2019,GREEN MACHINE,Diesel,Very Heavy Goods Vehicles,
2019,GROVE,Diesel,Very Heavy Goods Vehicles,3
2019,GUANGTAI,Diesel,Very Heavy Goods Vehicles,6
2019,HAMM,Diesel,Very Heavy Goods Vehicles,2
2019,HANGFU,Others,Very Heavy Goods Vehicles,
2019,HC,Diesel,Very Heavy Goods Vehicles,
2019,HC,Others,Very Heavy Goods Vehicles,
2019,HCF,Diesel,Very Heavy Goods Vehicles,
2019,HELI,Diesel,Very Heavy Goods Vehicles,
2019,HIGER,Diesel,Very Heavy Goods Vehicles,
2019,HINO,Diesel,Very Heavy Goods Vehicles,139
2019,HOLDING,Diesel,Very Heavy Goods Vehicles,
2019,HUMDINGA,Diesel,Very Heavy Goods Vehicles,
2019,HYSTER,Diesel,Very Heavy Goods Vehicles,
2019,HYUNDAI,Diesel,Very Heavy Goods Vehicles,2
2019,ISAL,Diesel,Very Heavy Goods Vehicles,
2019,ISUZU,Diesel,Very Heavy Goods Vehicles,71
2019,IVECO,Diesel,Very Heavy Goods Vehicles,
2019,J.C.B.,Diesel,Very Heavy Goods Vehicles,
2019,JAC,Diesel,Very Heavy Goods Vehicles,
2019,JEEP,Diesel,Very Heavy Goods Vehicles,
2019,JJCC,Diesel,Very Heavy Goods Vehicles,
2019,JOHN DEERE,Diesel,Very Heavy Goods Vehicles,
2019,JOYLONG,Diesel,Very Heavy Goods Vehicles,
2019,JUNGHEINRICH,Diesel,Very Heavy Goods Vehicles,
2019,KALMAR,Diesel,Very Heavy Goods Vehicles,3
2019,KARCHER,Diesel,Very Heavy Goods Vehicles,
2019,KIA,Diesel,Very Heavy Goods Vehicles,
2019,KING LONG,Diesel,Very Heavy Goods Vehicles,
2019,KOMATSU,Diesel,Very Heavy Goods Vehicles,
2019,KUBOTA,Diesel,Very Heavy Goods Vehicles,
2019,LAND ROVER,Diesel,Very Heavy Goods Vehicles,
2019,LEKTRO,Others,Very Heavy Goods Vehicles,
2019,LIEBHERR,Diesel,Very Heavy Goods Vehicles,3
2019,LINDE,Diesel,Very Heavy Goods Vehicles,
2019,LINDE,Others,Very Heavy Goods Vehicles,
2019,MAN,Diesel,Very Heavy Goods Vehicles,50
2019,MANITOU,Diesel,Very Heavy Goods Vehicles,2
2019,MAXIMAL,Diesel,Very Heavy Goods Vehicles,
2019,MAXUS,Diesel,Very Heavy Goods Vehicles,
2019,MERCEDES BENZ,Petrol,Very Heavy Goods Vehicles,
2019,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,62
2019,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,236
2019,MITSUBISHI,Others,Very Heavy Goods Vehicles,
2019,MITSUOKA,Petrol,Very Heavy Goods Vehicles,
2019,NEW HOLLAND,Diesel,Very Heavy Goods Vehicles,
2019,NICHIYU,Others,Very Heavy Goods Vehicles,
2019,NILFISK,Diesel,Very Heavy Goods Vehicles,
2019,NISSAN,Petrol,Very Heavy Goods Vehicles,
2019,NISSAN,Diesel,Very Heavy Goods Vehicles,
2019,NISSAN,Others,Very Heavy Goods Vehicles,
2019,OPEL,Diesel,Very Heavy Goods Vehicles,
2019,PEUGEOT,Diesel,Very Heavy Goods Vehicles,
2019,RENAULT,Petrol,Very Heavy Goods Vehicles,
2019,RENAULT,Diesel,Very Heavy Goods Vehicles,
2019,RENAULT,Others,Very Heavy Goods Vehicles,
2019,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,7
2019,ROYAL,Diesel,Very Heavy Goods Vehicles,
2019,SAKAI,Diesel,Very Heavy Goods Vehicles,
2019,SANY,Diesel,Very Heavy Goods Vehicles,1
2019,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,
2019,SCANIA,Diesel,Very Heavy Goods Vehicles,213
2019,SCHEUERLE,Diesel,Very Heavy Goods Vehicles,
2019,SCHOPF,Diesel,Very Heavy Goods Vehicles,
2019,SHACMAN,Diesel,Very Heavy Goods Vehicles,
2019,SOCMA,Diesel,Very Heavy Goods Vehicles,2
2019,SSANGYONG,Diesel,Very Heavy Goods Vehicles,
2019,STILL,Others,Very Heavy Goods Vehicles,
2019,SUZUKI,Petrol,Very Heavy Goods Vehicles,
2019,T.C.M.,Diesel,Very Heavy Goods Vehicles,7
2019,T.C.M.,Others,Very Heavy Goods Vehicles,
2019,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,2
2019,TAILIFT,Diesel,Very Heavy Goods Vehicles,
2019,TENNANT,Diesel,Very Heavy Goods Vehicles,
2019,TERBERG,Diesel,Very Heavy Goods Vehicles,
2019,TEREX,Diesel,Very Heavy Goods Vehicles,2
2019,TLD,Diesel,Very Heavy Goods Vehicles,4
2019,TOYOTA,Petrol,Very Heavy Goods Vehicles,
2019,TOYOTA,Diesel,Very Heavy Goods Vehicles,4
2019,TOYOTA,Others,Very Heavy Goods Vehicles,
2019,TREPEL,Diesel,Very Heavy Goods Vehicles,
2019,TUG,Diesel,Very Heavy Goods Vehicles,
2019,TUG MANUFACTURING,Petrol,Very Heavy Goods Vehicles,
2019,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,98
2019,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,
2019,UNICARRIERS,Others,Very Heavy Goods Vehicles,
2019,VOGELE,Diesel,Very Heavy Goods Vehicles,2
2019,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,
2019,VOLVO,Diesel,Very Heavy Goods Vehicles,52
2019,VOLVO,Others,Very Heavy Goods Vehicles,
2019,WIRTGEN,Diesel,Very Heavy Goods Vehicles,7
2019,XCMG,Diesel,Very Heavy Goods Vehicles,
2019,XUGONG,Diesel,Very Heavy Goods Vehicles,
2019,YALE,Diesel,Very Heavy Goods Vehicles,
2019,YALE,Others,Very Heavy Goods Vehicles,
2019,YUTONG,Diesel,Very Heavy Goods Vehicles,
2019,ZHONG TONG,Diesel,Very Heavy Goods Vehicles,
2019,ZOOMLION,Diesel,Very Heavy Goods Vehicles,
2019,ACHLEITNER,Diesel,Buses,
2019,ALEXANDER DENNIS,Diesel,Buses,
2019,AMMANN,Diesel,Buses,
2019,ANKAI,Diesel,Buses,
2019,BAOLI,Diesel,Buses,
2019,BEIBEN,Diesel,Buses,
2019,BLISS FOX,Diesel,Buses,
2019,BOBCAT,Diesel,Buses,
2019,BOMAG,Diesel,Buses,
2019,BYD,Others,Buses,6
2019,CAMC,Diesel,Buses,
2019,CATERPILLAR,Diesel,Buses,
2019,CATERPILLAR,Others,Buses,
2019,CHERY,Petrol,Buses,
2019,CHERY,Diesel,Buses,
2019,CIMC AIR MARREL SAS,Diesel,Buses,
2019,CITROEN,Diesel,Buses,
2019,COMAC,Diesel,Buses,
2019,COMBILIFT,Diesel,Buses,
2019,CROWN,Others,Buses,
2019,CVS FERRARI,Diesel,Buses,
2019,D.A.F.,Diesel,Buses,
2019,DAEWOO,Diesel,Buses,
2019,DEMAG,Diesel,Buses,
2019,DOOSAN,Diesel,Buses,
2019,DULEVO,Diesel,Buses,
2019,EVERLIFT,Diesel,Buses,
2019,FIAT,Diesel,Buses,
2019,FIMAP,Diesel,Buses,
2019,FIMAP,Others,Buses,
2019,FORD,Diesel,Buses,
2019,FOTON,Diesel,Buses,3
2019,FRAMO,Others,Buses,
2019,FTBCI,Diesel,Buses,6
2019,G.CPOWER,Diesel,Buses,
2019,GIANNI FERRARI,Diesel,Buses,
2019,GOLDEN DRAGON,Diesel,Buses,24
2019,GREEN MACHINE,Diesel,Buses,
2019,GROVE,Diesel,Buses,
2019,GUANGTAI,Diesel,Buses,
2019,HAMM,Diesel,Buses,
2019,HANGFU,Others,Buses,
2019,HC,Diesel,Buses,
2019,HC,Others,Buses,
2019,HCF,Diesel,Buses,
2019,HELI,Diesel,Buses,
2019,HIGER,Diesel,Buses,8
2019,HINO,Diesel,Buses,
2019,HOLDING,Diesel,Buses,
2019,HUMDINGA,Diesel,Buses,
2019,HYSTER,Diesel,Buses,
2019,HYUNDAI,Diesel,Buses,6
2019,ISAL,Diesel,Buses,
2019,ISUZU,Diesel,Buses,13
2019,IVECO,Diesel,Buses,
2019,J.C.B.,Diesel,Buses,
2019,JAC,Diesel,Buses,
2019,JEEP,Diesel,Buses,
2019,JJCC,Diesel,Buses,
2019,JOHN DEERE,Diesel,Buses,
2019,JOYLONG,Diesel,Buses,
2019,JUNGHEINRICH,Diesel,Buses,
2019,KALMAR,Diesel,Buses,
2019,KARCHER,Diesel,Buses,
2019,KIA,Diesel,Buses,
2019,KING LONG,Diesel,Buses,1
2019,KOMATSU,Diesel,Buses,
2019,KUBOTA,Diesel,Buses,
2019,LAND ROVER,Diesel,Buses,
2019,LEKTRO,Others,Buses,
2019,LIEBHERR,Diesel,Buses,
2019,LINDE,Diesel,Buses,
2019,LINDE,Others,Buses,
2019,MAN,Diesel,Buses,121
2019,MANITOU,Diesel,Buses,
2019,MAXIMAL,Diesel,Buses,
2019,MAXUS,Diesel,Buses,3
2019,MERCEDES BENZ,Petrol,Buses,
2019,MERCEDES BENZ,Diesel,Buses,37
2019,MITSUBISHI,Diesel,Buses,66
2019,MITSUBISHI,Others,Buses,
2019,MITSUOKA,Petrol,Buses,
2019,NEW HOLLAND,Diesel,Buses,
2019,NICHIYU,Others,Buses,
2019,NILFISK,Diesel,Buses,
2019,NISSAN,Petrol,Buses,
2019,NISSAN,Diesel,Buses,66
2019,NISSAN,Others,Buses,
2019,OPEL,Diesel,Buses,
2019,PEUGEOT,Diesel,Buses,
2019,RENAULT,Petrol,Buses,
2019,RENAULT,Diesel,Buses,
2019,RENAULT,Others,Buses,
2019,ROSENBAUER,Diesel,Buses,
2019,ROYAL,Diesel,Buses,
2019,SAKAI,Diesel,Buses,
2019,SANY,Diesel,Buses,
2019,SC NEUSTAR,Diesel,Buses,30
2019,SCANIA,Diesel,Buses,22
2019,SCHEUERLE,Diesel,Buses,
2019,SCHOPF,Diesel,Buses,
2019,SHACMAN,Diesel,Buses,
2019,SOCMA,Diesel,Buses,
2019,SSANGYONG,Diesel,Buses,
2019,STILL,Others,Buses,
2019,SUZUKI,Petrol,Buses,
2019,T.C.M.,Diesel,Buses,
2019,T.C.M.,Others,Buses,
2019,TADANO FAUN,Diesel,Buses,
2019,TAILIFT,Diesel,Buses,
2019,TENNANT,Diesel,Buses,
2019,TERBERG,Diesel,Buses,
2019,TEREX,Diesel,Buses,
2019,TLD,Diesel,Buses,
2019,TOYOTA,Petrol,Buses,
2019,TOYOTA,Diesel,Buses,630
2019,TOYOTA,Others,Buses,
2019,TREPEL,Diesel,Buses,
2019,TUG,Diesel,Buses,
2019,TUG MANUFACTURING,Petrol,Buses,
2019,UD TRUCKS,Diesel,Buses,
2019,UNICARRIERS,Diesel,Buses,
2019,UNICARRIERS,Others,Buses,
2019,VOGELE,Diesel,Buses,
2019,VOLKSWAGEN,Diesel,Buses,
2019,VOLVO,Diesel,Buses,12
2019,VOLVO,Others,Buses,30
2019,WIRTGEN,Diesel,Buses,
2019,XCMG,Diesel,Buses,
2019,XUGONG,Diesel,Buses,
2019,YALE,Diesel,Buses,
2019,YALE,Others,Buses,
2019,YUTONG,Diesel,Buses,17
2019,ZHONG TONG,Diesel,Buses,1
2019,ZOOMLION,Diesel,Buses,
